,lr_proba,lr_log_proba,lr_label
0,0.992348270822,-0.00768115385392,1.0
1,0.49466786217,-0.70386872714,0.0
2,0.962897555695,-0.0378082532213,1.0
3,0.933270481374,-0.0690602151399,1.0
4,0.937518564805,-0.0645187188751,1.0
5,0.945967902292,-0.0555466404294,1.0
6,0.816541558582,-0.202677469419,1.0
7,0.951447844458,-0.0497704077703,1.0
8,0.983652121206,-0.0164829797978,1.0
9,0.94523379253,-0.056322982584,1.0
10,0.829775107835,-0.186600569321,1.0
11,0.921453487393,-0.0818029780318,1.0
12,0.962970254815,-0.0377327557032,1.0
13,0.814943067597,-0.20463702389,1.0
14,0.859537727023,-0.151360560972,1.0
15,0.990370646557,-0.00967601545897,1.0
16,0.894117108075,-0.111918519015,1.0
17,0.945545665285,-0.0559930945513,1.0
18,0.892740905036,-0.113458880142,1.0
19,0.93071847993,-0.0717984320408,1.0
20,0.96648523636,-0.0340892558148,1.0
21,0.971153935927,-0.02927028986,1.0
22,0.799339453465,-0.223969575547,1.0
23,0.964638255051,-0.0360021131552,1.0
24,0.952859733403,-0.0482875704176,1.0
25,0.956052750749,-0.0449421888453,1.0
26,0.950387790813,-0.0508851768229,1.0
27,0.891789620935,-0.114525025189,1.0
28,0.902322510682,-0.10278327218,1.0
29,0.971168653324,-0.0292551354289,1.0
30,0.936473424689,-0.0656341347679,1.0
31,0.991982435442,-0.00804987806147,1.0
32,0.993244797421,-0.00677812223604,1.0
33,0.618343886644,-0.480710525405,1.0
34,0.989787923347,-0.010264577643,1.0
35,0.994118902224,-0.00589845953561,1.0
36,0.972145451279,-0.0282498444837,1.0
37,0.480475991819,-0.732978016817,0.0
38,0.857264446476,-0.154008835665,1.0
39,0.895281280911,-0.110617329735,1.0
40,0.927966500698,-0.0747596452333,1.0
41,0.862095650394,-0.14838905114,1.0
42,0.987602288008,-0.0124752047782,1.0
43,0.755551918662,-0.280306778701,1.0
44,0.565495374093,-0.570053163666,1.0
45,0.973197635191,-0.027168098007,1.0
46,0.875335114371,-0.133148478093,1.0
47,0.966214512356,-0.034369406942,1.0
48,0.930943856991,-0.0715563075069,1.0
49,0.880819234571,-0.126902856197,1.0
50,0.842983370406,-0.170808047858,1.0
51,0.904972788702,-0.0998504034668,1.0
52,0.877899868841,-0.13022273645,1.0
53,0.770179186919,-0.261132080923,1.0
54,0.995466053893,-0.0045442556141,1.0
55,0.985009990183,-0.0151034955435,1.0
56,0.981785250689,-0.0183826801956,1.0
57,0.990376316144,-0.00967029076272,1.0
58,0.766996636182,-0.265272863306,1.0
59,0.989908552544,-0.0101427112878,1.0
60,0.972016278409,-0.0283827273279,1.0
61,0.996962953948,-0.00304166723552,1.0
62,0.857401730788,-0.153848706173,1.0
63,0.994441617044,-0.00557388824993,1.0
64,0.938697354764,-0.0632621576212,1.0
65,0.897735260158,-0.107880064659,1.0
66,0.736360975639,-0.306034824456,1.0
67,0.960955004477,-0.039827692672,1.0
68,0.970740710179,-0.0296958801522,1.0
69,0.967786339477,-0.0327439397491,1.0
70,0.934820043673,-0.0674012348769,1.0
71,0.870115293899,-0.139129554391,1.0
72,0.525442862411,-0.643513824527,1.0
73,0.279927647766,-1.27322411004,0.0
74,0.736085765197,-0.306408638242,1.0
75,0.945400712565,-0.0561464069049,1.0
76,0.373358768682,-0.985215475284,0.0
77,0.87943875165,-0.128471357195,1.0
78,0.977032197249,-0.0232356722629,1.0
79,0.968172495888,-0.0323450093499,1.0
80,0.836805203501,-0.178163967357,1.0
81,0.810936549371,-0.209565465447,1.0
82,0.597259742779,-0.515403180177,1.0
83,0.939957255911,-0.0619208771868,1.0
